1000,500,12.75/26,18359.619,1.205
1000,750,16.05/26,19298.577,1.198
1500,500,12.8/26,18627.636,1.751
1500,750,14.75/26,19534.083,1.789
1500,1000,12.0/26,18164.171,1.787
1500,1250,15.4/26,19642.577,1.791
2000,500,18.7/26,22697.965,2.145
2000,750,15.0/26,19777.206,2.293
2000,1000,16.65/26,21381.378,2.351
2000,1250,15.25/26,19767.306,2.380
2000,1500,15.25/26,20095.016,2.377
2000,1750,15.3/26,20159.072,2.378
2500,500,13.35/26,18630.199,2.403
2500,750,12.5/26,18656.359,2.467
2500,1000,18.0/26,22127.883,2.759
2500,1250,17.15/26,21371.779,2.911
2500,1500,13.45/26,18627.750,2.947
2500,1750,17.05/26,21449.703,2.962
2500,2000,19.1/26,22210.145,2.965
2500,2250,15.3/26,20091.695,2.966
3000,500,14.3/26,19993.370,2.418
3000,750,15.85/26,20828.473,2.752
3000,1000,15.55/26,20796.223,3.016
3000,1250,18.25/26,22164.538,3.271
3000,1500,17.4/26,21457.242,3.390
3000,1750,17.25/26,21456.122,3.477
3000,2000,19.35/26,22808.969,3.527
3000,2250,19.3/26,22838.095,3.507
3000,2500,16.8/26,21096.864,3.527
3000,2750,13.5/26,19365.517,3.524
3500,500,12.95/26,19049.003,2.336
3500,750,12.85/26,18638.624,3.005
3500,1000,14.3/26,20016.944,3.025
3500,1250,15.9/26,20752.377,3.328
3500,1500,19.5/26,22904.669,3.638
3500,1750,13.9/26,19473.602,3.919
3500,2000,12.3/26,18755.759,3.974
3500,2250,19.1/26,22801.731,4.035
3500,2500,18.2/26,22131.877,4.054
3500,2750,16.55/26,21422.584,4.105
3500,3000,16.7/26,20930.561,4.109
3500,3250,15.95/26,20831.629,4.115
4000,500,19.25/26,22784.414,2.054
4000,750,13.15/26,19204.923,2.645
4000,1000,16.9/26,21194.274,3.107
4000,1250,12.65/26,18599.819,3.386
4000,1500,19.45/26,22873.637,3.589
4000,1750,20.95/26,23605.558,4.080
4000,2000,15.95/26,20780.917,4.352
4000,2250,14.75/26,19899.829,4.479
4000,2500,17.8/26,22152.267,4.456
4000,2750,16.35/26,20893.213,4.593
4000,3000,14.5/26,20091.955,4.668
4000,3250,19.2/26,22862.520,4.677
4000,3500,10.7/26,17224.436,4.688
4000,3750,18.45/26,22154.491,4.683
4500,500,18.35/26,21751.591,2.104
4500,750,14.05/26,19709.619,2.815
4500,1000,14.65/26,19959.947,2.980
4500,1250,20.2/26,23460.553,3.448
4500,1500,19.0/26,22891.732,3.906
4500,1750,13.45/26,19399.517,4.182
4500,2000,20.6/26,23627.060,4.337
4500,2250,19.35/26,22893.935,4.401
4500,2500,19.0/26,22927.946,4.571
4500,2750,13.5/26,19319.990,5.074
4500,3000,17.05/26,21455.009,5.188
4500,3250,19.45/26,22898.931,5.236
4500,3500,21.45/26,24243.010,5.262
4500,3750,12.6/26,18684.440,5.269
4500,4000,12.85/26,18660.946,5.281
5000,500,12.9/26,18932.453,2.161
5000,750,14.95/26,20163.245,2.818
5000,1000,20.15/26,23584.914,3.410
5000,1250,19.15/26,22857.979,3.308
5000,1500,20.05/26,23516.637,3.881
5000,1750,16.9/26,21448.420,4.068
5000,2000,21.15/26,24287.161,4.509
5000,2250,13.4/26,19413.037,4.623
5000,2500,14.8/26,20214.616,5.030
5000,2750,17.2/26,21513.186,5.199
5000,3000,14.55/26,20145.447,5.424
5000,3250,16.1/26,20749.233,5.538
5000,3500,14.8/26,19982.292,5.710
5000,3750,13.3/26,19340.664,5.741
5000,4000,15.9/26,20894.064,5.861
5500,500,16.5/26,21286.466,2.219
5500,750,21.4/26,24055.284,2.857
5500,1000,18.35/26,22344.821,3.275
5500,1250,17.15/26,21482.879,3.591
5500,1500,18.6/26,22163.110,3.457
5500,1750,15.65/26,20221.576,4.127
5500,2000,13.0/26,19207.551,4.162
5500,2250,18.1/26,22193.998,4.962
5500,2500,16.75/26,21389.776,5.092
5500,2750,12.6/26,18600.258,5.249
5500,3000,13.6/26,19481.963,5.280
5500,3250,18.2/26,22140.583,5.771
5500,3500,14.4/26,19995.722,5.781
5500,3750,13.15/26,18687.874,6.265
5500,4000,17.6/26,22188.859,6.261
6000,500,16.7/26,21252.656,2.406
6000,750,14.55/26,19946.267,2.914
6000,1000,13.35/26,19272.860,3.007
6000,1250,20.0/26,23545.868,3.581
6000,1500,12.4/26,18735.936,3.857
6000,1750,20.3/26,23379.277,3.963
6000,2000,16.15/26,20786.389,4.608
6000,2250,19.45/26,22919.881,4.482
6000,2500,17.85/26,22139.395,4.960
6000,2750,17.8/26,22233.396,5.198
6000,3000,17.2/26,21453.655,5.877
6000,3250,13.7/26,19361.796,5.692
6000,3500,19.25/26,22858.833,5.909
6000,3750,19.0/26,22814.971,6.313
6000,4000,17.15/26,21385.423,6.487
6500,500,16.45/26,20989.299,2.108
6500,750,17.1/26,20814.737,2.595
6500,1000,20.15/26,23461.752,3.187
6500,1250,15.7/26,20869.600,3.917
6500,1500,20.9/26,23647.470,3.730
6500,1750,17.9/26,22125.127,4.074
6500,2000,16.2/26,20699.832,4.646
6500,2250,15.7/26,20670.361,4.594
6500,2500,13.65/26,19462.869,5.053
6500,2750,16.45/26,20767.647,5.155
6500,3000,18.45/26,22154.685,5.477
6500,3250,20.45/26,23602.188,5.818
6500,3500,21.35/26,24317.672,6.202
6500,3750,12.65/26,18606.468,6.546
6500,4000,17.05/26,21475.884,6.565
7000,500,16.55/26,21139.349,2.397
7000,750,20.45/26,23570.959,2.911
7000,1000,18.05/26,22169.088,3.244
7000,1250,15.35/26,20436.794,3.370
7000,1500,13.45/26,19442.883,3.867
7000,1750,15.8/26,20779.216,4.208
7000,2000,17.5/26,21527.112,4.474
7000,2250,19.8/26,22900.622,4.746
7000,2500,17.75/26,21516.942,4.941
7000,2750,17.15/26,21434.312,5.146
7000,3000,19.45/26,22946.222,5.750
7000,3250,11.3/26,18028.154,6.067
7000,3500,20.75/26,23568.826,5.944
7000,3750,14.55/26,20057.360,6.105
7000,4000,15.15/26,20037.528,6.588
7500,500,12.75/26,18601.351,2.272
7500,750,19.9/26,23270.241,2.641
7500,1000,12.5/26,18629.319,3.419
7500,1250,13.7/26,19419.473,3.517
7500,1500,15.65/26,20198.866,4.150
7500,1750,17.0/26,21475.959,4.028
7500,2000,16.85/26,21524.153,4.352
7500,2250,15.3/26,20083.812,4.509
7500,2500,17.5/26,21573.561,4.976
7500,2750,13.85/26,19446.929,5.137
7500,3000,14.65/26,20098.730,5.622
7500,3250,13.9/26,19352.258,6.007
7500,3500,19.65/26,22876.039,6.061
7500,3750,17.05/26,21476.376,6.360
7500,4000,15.9/26,20848.567,6.858
8000,500,16.2/26,20669.859,2.566
8000,750,16.5/26,21284.819,2.509
8000,1000,16.6/26,21443.873,3.004
8000,1250,17.1/26,21462.981,3.528
8000,1500,13.85/26,19312.643,3.831
8000,1750,19.25/26,22946.925,3.857
8000,2000,20.25/26,23627.688,4.616
8000,2250,18.85/26,22168.893,4.514
8000,2500,18.15/26,22169.279,4.806
8000,2750,13.85/26,19293.206,5.567
8000,3000,17.1/26,21519.930,5.714
8000,3250,18.1/26,22087.307,5.849
8000,3500,15.1/26,20044.640,5.885
8000,3750,18.7/26,22221.575,6.546
8000,4000,18.2/26,22191.057,6.727
8500,500,18.35/26,21957.024,2.284
8500,750,15.95/26,20623.093,2.625
8500,1000,16.85/26,21299.165,2.877
8500,1250,16.0/26,20686.089,3.261
8500,1500,14.95/26,20126.436,3.884
8500,1750,21.25/26,23583.642,3.901
8500,2000,14.95/26,20023.780,4.326
8500,2250,21.9/26,24226.764,4.698
8500,2500,18.4/26,22126.897,4.852
8500,2750,14.65/26,20054.620,5.035
8500,3000,12.0/26,18578.097,5.655
8500,3250,15.45/26,20736.278,5.553
8500,3500,11.8/26,18040.951,6.172
8500,3750,18.2/26,22162.220,6.179
8500,4000,15.5/26,20755.598,6.974
9000,500,14.7/26,19751.752,2.165
9000,750,16.65/26,21334.837,2.846
9000,1000,15.9/26,20775.341,2.908
9000,1250,18.05/26,21871.157,3.637
9000,1500,19.65/26,22848.167,3.772
9000,1750,18.45/26,22149.541,3.902
9000,2000,17.05/26,21463.190,4.520
9000,2250,12.25/26,18601.840,4.491
9000,2500,13.75/26,19424.819,5.015
9000,2750,18.05/26,22163.347,5.233
9000,3000,15.7/26,20745.111,6.047
9000,3250,15.9/26,20787.120,5.951
9000,3500,19.15/26,22960.307,6.339
9000,3750,20.15/26,23524.519,6.265
9000,4000,17.45/26,21557.529,6.771
9500,500,17.7/26,22050.451,2.301
9500,750,17.8/26,22086.854,2.690
9500,1000,17.15/26,21582.690,3.150
9500,1250,17.0/26,21403.950,3.234
9500,1500,10.95/26,17905.978,3.844
9500,1750,17.1/26,21384.251,3.898
9500,2000,14.2/26,19346.653,4.228
9500,2250,14.05/26,19489.377,4.895
9500,2500,16.85/26,21408.041,4.920
9500,2750,14.4/26,20094.895,5.201
9500,3000,15.9/26,20773.433,5.528
9500,3250,14.8/26,20005.890,6.063
9500,3500,16.3/26,20762.632,6.242
9500,3750,13.95/26,19282.299,6.481
9500,4000,17.4/26,21475.180,6.515
10000,500,18.3/26,21950.097,2.281
10000,750,16.65/26,21452.683,2.485
10000,1000,20.95/26,24048.150,3.201
10000,1250,17.85/26,22098.030,3.401
10000,1500,15.65/26,20819.281,3.793
10000,1750,16.95/26,21383.597,3.781
10000,2000,15.65/26,20813.588,4.380
10000,2250,14.45/26,20147.593,5.239
10000,2500,15.9/26,20796.146,5.164
10000,2750,16.1/26,20817.620,5.294
10000,3000,17.3/26,21500.927,5.819
10000,3250,19.45/26,22859.574,5.919
10000,3500,18.1/26,22173.801,5.912
10000,3750,14.75/26,20071.940,6.837
10000,4000,19.2/26,22863.795,6.459
