1000,500,17.5/26,85941.496,3.659
1000,750,13.75/26,79164.609,3.667
1500,500,20.3/26,88545.304,5.442
1500,750,19.75/26,89963.994,5.482
1500,1000,18.25/26,87768.331,5.484
1500,1250,20.65/26,90665.767,5.483
2000,500,19.5/26,89585.413,6.580
2000,750,24.05/26,96430.937,6.870
2000,1000,20.95/26,92361.327,7.207
2000,1250,16.0/26,85650.030,7.283
2000,1500,22.8/26,95484.352,7.209
2000,1750,23.2/26,95652.827,7.201
2500,500,20.55/26,91296.633,6.190
2500,750,17.75/26,88412.570,7.074
2500,1000,21.95/26,93406.911,8.353
2500,1250,19.3/26,90463.070,8.880
2500,1500,20.15/26,91448.636,8.898
2500,1750,19.85/26,91760.043,8.996
2500,2000,22.4/26,94909.835,8.994
2500,2250,21.55/26,93636.299,8.991
3000,500,21.05/26,92855.570,6.982
3000,750,20.25/26,91566.429,7.715
3000,1000,19.0/26,90453.033,9.017
3000,1250,21.35/26,93619.876,9.652
3000,1500,18.75/26,90074.346,10.188
3000,1750,22.3/26,94792.721,10.707
3000,2000,21.25/26,92609.405,10.752
3000,2250,21.45/26,93734.127,10.777
3000,2500,21.45/26,93651.289,10.793
3000,2750,21.3/26,93804.999,10.785
3500,500,23.25/26,95955.489,6.565
3500,750,24.3/26,97170.754,7.374
3500,1000,19.7/26,90948.615,9.267
3500,1250,18.95/26,90531.533,9.932
3500,1500,23.8/26,96853.294,10.663
3500,1750,21.35/26,93717.720,11.457
3500,2000,23.65/26,95907.934,11.972
3500,2250,24.65/26,97953.650,12.395
3500,2500,19.55/26,90684.182,12.603
3500,2750,21.45/26,93735.735,12.597
3500,3000,22.6/26,95251.827,12.589
3500,3250,22.5/26,95319.912,12.583
4000,500,15.85/26,85788.718,7.593
4000,750,20.15/26,91610.915,7.777
4000,1000,23.45/26,96134.212,8.980
4000,1250,23.25/26,95467.288,9.822
4000,1500,22.35/26,95064.163,11.183
4000,1750,20.25/26,92076.564,12.142
4000,2000,21.35/26,93662.860,12.817
4000,2250,20.75/26,92562.332,13.666
4000,2500,20.35/26,92181.501,13.994
4000,2750,21.9/26,93528.963,14.269
4000,3000,23.65/26,96875.083,14.317
4000,3250,24.85/26,98445.002,14.349
4000,3500,23.85/26,95833.176,14.367
